M [M_sol],a_i [au],a_f [au],status
3.003489348850791e-06,1.0,0.9670995012476512,1.0
3.003489348850791e-06,1.0266666666666666,0.9973107395541054,1.0
3.003489348850791e-06,1.0533333333333332,1.0270349251297686,1.0
3.003489348850791e-06,1.08,1.0563541998121022,1.0
3.003489348850791e-06,1.1066666666666667,1.085335118616569,1.0
3.003489348850791e-06,1.1333333333333333,1.0947425387292744,1.0
3.003489348850791e-06,1.16,1.1251271644253915,1.0
3.003489348850791e-06,1.1866666666666668,1.1550521605072235,1.0
3.003489348850791e-06,1.2133333333333334,1.1845862747754232,1.0
3.003489348850791e-06,1.24,1.184381385655095,1.0
3.003489348850791e-06,1.2666666666666666,1.2161257749009555,1.0
3.003489348850791e-06,1.2933333333333334,1.247267757611376,1.0
3.003489348850791e-06,1.32,1.2779022266837774,1.0
3.003489348850791e-06,1.3466666666666667,1.3081387851050552,1.0
3.003489348850791e-06,1.3733333333333333,1.3380775400225753,1.0
3.003489348850791e-06,1.4,1.3677986777079387,1.0
3.003489348850791e-06,1.4266666666666667,1.372324793162838,1.0
3.003489348850791e-06,1.4533333333333334,1.4041458486075178,1.0
3.003489348850791e-06,1.48,1.4358410542285536,1.0
3.003489348850791e-06,1.5066666666666668,1.4676227781429352,1.0
3.003489348850791e-06,1.5333333333333332,1.499354866691389,1.0
3.003489348850791e-06,1.56,1.530397926744071,1.0
3.003489348850791e-06,1.5866666666666667,1.5420961436764495,1.0
3.003489348850791e-06,1.6133333333333333,1.5751636444300534,1.0
3.003489348850791e-06,1.6400000000000001,1.6072817677605977,1.0
3.003489348850791e-06,1.6666666666666667,1.6263831318977475,1.0
3.003489348850791e-06,1.6933333333333334,1.6611904043749521,1.0
3.003489348850791e-06,1.7200000000000002,1.6948348502740407,1.0
3.003489348850791e-06,1.7466666666666666,1.7275394379164186,1.0
3.003489348850791e-06,1.7733333333333334,1.7594633547234957,1.0
3.003489348850791e-06,1.8,1.903030591905978,1.0
3.003489348850791e-06,1.8266666666666667,1.9390224138768046,1.0
3.003489348850791e-06,1.8533333333333335,1.9740869293394745,1.0
3.003489348850791e-06,1.88,4.551113805309175,0.0
3.003489348850791e-06,1.9066666666666667,4.632492098419988,0.0
3.003489348850791e-06,1.9333333333333333,4.711948010504458,0.0
3.003489348850791e-06,1.96,4.789811970153318,0.0
3.003489348850791e-06,1.9866666666666668,4.866327754817822,0.0
3.003489348850791e-06,2.0133333333333336,4.941710806432867,0.0
3.003489348850791e-06,2.04,5.016039078760329,0.0
3.003489348850791e-06,2.0666666666666664,5.08952989092525,0.0
3.003489348850791e-06,2.0933333333333337,5.162281758321788,0.0
3.003489348850791e-06,2.12,5.234376394538515,0.0
3.003489348850791e-06,2.1466666666666665,5.305891919828281,0.0
3.003489348850791e-06,2.1733333333333333,5.376911072412483,0.0
3.003489348850791e-06,2.2,5.4474888843842315,0.0
3.003489348850791e-06,2.2266666666666666,5.517666158863159,0.0
3.003489348850791e-06,2.2533333333333334,5.587498565183541,0.0
3.003489348850791e-06,2.2800000000000002,5.657019695379515,0.0
3.003489348850791e-06,2.3066666666666666,5.726263790419403,0.0
3.003489348850791e-06,2.3333333333333335,5.795263348124037,0.0
3.003489348850791e-06,2.3600000000000003,5.8640424127284305,0.0
3.003489348850791e-06,2.3866666666666667,5.932624109535127,0.0
3.003489348850791e-06,2.413333333333333,6.0010159165625225,0.0
3.003489348850791e-06,2.4400000000000004,6.069264363023714,0.0
3.003489348850791e-06,2.466666666666667,6.137360938192193,0.0
3.003489348850791e-06,2.493333333333333,6.205333279257082,0.0
3.003489348850791e-06,2.52,6.27316749020366,0.0
3.003489348850791e-06,2.546666666666667,6.341005766459096,0.0
3.003489348850791e-06,2.5733333333333333,6.408659601493205,0.0
3.003489348850791e-06,2.6,6.476106539862424,0.0
3.003489348850791e-06,2.626666666666667,6.54359354640377,0.0
3.003489348850791e-06,2.6533333333333333,6.610998800276941,0.0
3.003489348850791e-06,2.68,6.678339846985298,0.0
3.003489348850791e-06,2.706666666666667,6.745613632095487,0.0
3.003489348850791e-06,2.7333333333333334,6.812831810395286,0.0
3.003489348850791e-06,2.76,6.88000811713498,0.0
3.003489348850791e-06,2.786666666666667,6.9471277124864415,0.0
3.003489348850791e-06,2.8133333333333335,7.014222057327139,0.0
3.003489348850791e-06,2.84,7.081263509414427,0.0
3.003489348850791e-06,2.8666666666666667,7.148279604667869,0.0
3.003489348850791e-06,2.8933333333333335,7.215261829361244,0.0
3.003489348850791e-06,2.92,7.282084216042281,0.0
3.003489348850791e-06,2.9466666666666668,7.349107806865912,0.0
3.003489348850791e-06,2.9733333333333336,7.416021656039618,0.0
3.003489348850791e-06,3.0,7.482877235376184,0.0
3.003489348850791e-06,3.026666666666667,7.5497294678815585,0.0
3.003489348850791e-06,3.0533333333333337,7.616555051545091,0.0
3.003489348850791e-06,3.08,7.6833553462948005,0.0
3.003489348850791e-06,3.106666666666667,7.750154664025642,0.0
3.003489348850791e-06,3.1333333333333333,7.8169364262415755,0.0
3.003489348850791e-06,3.16,7.883606334725875,0.0
3.003489348850791e-06,3.186666666666667,7.950455428466032,0.0
3.003489348850791e-06,3.2133333333333334,8.017180727845071,0.0
3.003489348850791e-06,3.24,8.08391447467884,0.0
3.003489348850791e-06,3.2666666666666666,8.15062410052995,0.0
3.003489348850791e-06,3.2933333333333334,8.217332709156114,0.0
3.003489348850791e-06,3.3200000000000003,8.284030198756097,0.0
3.003489348850791e-06,3.3466666666666667,8.350684004161387,0.0
3.003489348850791e-06,3.3733333333333335,8.417403600580972,0.0
3.003489348850791e-06,3.4000000000000004,8.484058763231191,0.0
3.003489348850791e-06,3.4266666666666667,8.550727581177332,0.0
3.003489348850791e-06,3.4533333333333336,8.617388121989206,0.0
3.003489348850791e-06,3.48,8.684034044735562,0.0
3.003489348850791e-06,3.506666666666667,8.750691496219304,0.0
3.003489348850791e-06,3.5333333333333337,8.81732976905824,0.0
3.003489348850791e-06,3.56,8.883961329234657,0.0
3.003489348850791e-06,3.586666666666667,8.950597875514923,0.0
3.003489348850791e-06,3.6133333333333333,9.017225131894183,0.0
3.003489348850791e-06,3.64,9.083850625453724,0.0
3.003489348850791e-06,3.666666666666667,9.150475012258761,0.0
3.003489348850791e-06,3.6933333333333334,9.217082086618639,0.0
3.003489348850791e-06,3.72,9.283699682635294,0.0
3.003489348850791e-06,3.746666666666667,9.35033896949373,0.0
3.003489348850791e-06,3.7733333333333334,9.416912534984265,0.0
3.003489348850791e-06,3.8000000000000003,9.483535055657555,0.0
3.003489348850791e-06,3.8266666666666667,9.550058352875723,0.0
3.003489348850791e-06,3.8533333333333335,9.61673952305971,0.0
3.003489348850791e-06,3.8800000000000003,9.683312783563675,0.0
3.003489348850791e-06,3.9066666666666667,9.749916004727375,0.0
3.003489348850791e-06,3.9333333333333336,9.8166640466466,0.0
3.003489348850791e-06,3.9600000000000004,9.883095230042484,0.0
3.003489348850791e-06,3.986666666666667,9.949693181388028,0.0
3.003489348850791e-06,4.013333333333334,10.01627375819332,0.0
3.003489348850791e-06,4.04,10.082855941042252,0.0
3.003489348850791e-06,4.066666666666666,10.149442771094112,0.0
3.003489348850791e-06,4.093333333333334,10.21603903618724,0.0
3.003489348850791e-06,4.12,10.28260908098631,0.0
3.003489348850791e-06,4.1466666666666665,10.349188229644867,0.0
3.003489348850791e-06,4.173333333333334,10.415800273889422,0.0
3.003489348850791e-06,4.2,10.482241035120891,0.0
3.003489348850791e-06,4.226666666666667,10.548923940580563,0.0
3.003489348850791e-06,4.253333333333334,10.615501318052935,0.0
3.003489348850791e-06,4.28,10.682061495180255,0.0
3.003489348850791e-06,4.306666666666667,10.748649564220448,0.0
3.003489348850791e-06,4.333333333333334,10.815191788391184,0.0
3.003489348850791e-06,4.36,10.881794435364613,0.0
3.003489348850791e-06,4.386666666666667,10.948378433015149,0.0
3.003489348850791e-06,4.413333333333334,11.014922280770104,0.0
3.003489348850791e-06,4.44,11.081585487786459,0.0
3.003489348850791e-06,4.466666666666667,11.148116120270073,0.0
3.003489348850791e-06,4.493333333333334,11.214610864430806,0.0
3.003489348850791e-06,4.52,11.28122614243456,0.0
3.003489348850791e-06,4.546666666666667,11.347791152381808,0.0
3.003489348850791e-06,4.573333333333334,11.414358175992463,0.0
3.003489348850791e-06,4.6,11.480891150082485,0.0
3.003489348850791e-06,4.626666666666667,11.547491878185719,0.0
3.003489348850791e-06,4.653333333333334,11.61405964692572,0.0
3.003489348850791e-06,4.68,11.680627981568126,0.0
3.003489348850791e-06,4.706666666666667,11.747189763685807,0.0
3.003489348850791e-06,4.733333333333333,11.813766507239542,0.0
3.003489348850791e-06,4.76,11.880322820252971,0.0
3.003489348850791e-06,4.786666666666667,11.946887692373558,0.0
3.003489348850791e-06,4.8133333333333335,12.013450174359532,0.0
3.003489348850791e-06,4.84,12.080028784522826,0.0
3.003489348850791e-06,4.866666666666667,12.146630171755731,0.0
