         0.000 3.2885163e+03 3.3040000e+00 1.5000000e+00 1.3858146e+02 9.5092050e-01 9.0000000e-01 3.8500000e-11
      1133.700 3.2885163e+03 3.3050000e+00 1.5000000e+00 1.3874110e+02 9.5092050e-01 9.0000000e-01 3.8700000e-11
      4853.900 3.2885163e+03 3.3090000e+00 1.5000000e+00 1.3938150e+02 9.5092050e-01 9.0000000e-01 3.9700000e-11
      6092.400 3.2809529e+03 3.3110000e+00 1.5000000e+00 1.4034765e+02 9.5092050e-01 9.0000000e-01 4.0300000e-11
      8331.900 3.2809529e+03 3.3140000e+00 1.5000000e+00 1.4083323e+02 9.5092050e-01 9.0000000e-01 4.1700000e-11
     10398.400 3.2809529e+03 3.3160000e+00 1.5000000e+00 1.4115788e+02 9.5092050e-01 9.0000000e-01 4.2700000e-11
     11513.800 3.2809529e+03 3.3180000e+00 1.5000000e+00 1.4148328e+02 9.5092050e-01 9.0000000e-01 4.3300000e-11
     13891.100 3.2734069e+03 3.3210000e+00 1.5000000e+00 1.4262811e+02 9.5092050e-01 9.0000000e-01 4.4900000e-11
     16169.000 3.2734069e+03 3.3240000e+00 1.5000000e+00 1.4312158e+02 9.5092050e-01 9.0000000e-01 4.6000000e-11
     17203.000 3.2658783e+03 3.3260000e+00 1.5000000e+00 1.4411365e+02 9.5092050e-01 9.0000000e-01 4.6800000e-11
     19136.200 3.2658783e+03 3.3280000e+00 1.5000000e+00 1.4444587e+02 9.5092050e-01 9.0000000e-01 4.8000000e-11
     22348.400 3.2658783e+03 3.3310000e+00 1.5000000e+00 1.4494563e+02 9.5092050e-01 9.0000000e-01 4.9500000e-11
     24444.300 3.2658783e+03 3.3340000e+00 1.5000000e+00 1.4544712e+02 9.5092050e-01 9.0000000e-01 5.0900000e-11
     26327.100 3.2583670e+03 3.3360000e+00 1.5000000e+00 1.4645531e+02 9.5092050e-01 9.0000000e-01 5.2000000e-11
     28274.000 3.2583670e+03 3.3390000e+00 1.5000000e+00 1.4696203e+02 9.5092050e-01 9.0000000e-01 5.3300000e-11
     30414.800 3.2508730e+03 3.3410000e+00 1.5000000e+00 1.4798072e+02 9.5092050e-01 9.0000000e-01 5.4800000e-11
     34232.000 3.2433962e+03 3.3430000e+00 1.5000000e+00 1.4900647e+02 9.5092050e-01 9.0000000e-01 5.6700000e-11
     40929.600 3.2508730e+03 3.3410000e+00 1.5000000e+00 1.4798072e+02 9.5092050e-01 9.0000000e-01 5.5900000e-11
     42743.400 3.2583670e+03 3.3390000e+00 1.5000000e+00 1.4696203e+02 9.5092050e-01 9.0000000e-01 5.5200000e-11
     44781.700 3.2583670e+03 3.3370000e+00 1.5000000e+00 1.4662402e+02 9.5092050e-01 9.0000000e-01 5.4000000e-11
     45848.300 3.2658783e+03 3.3340000e+00 1.5000000e+00 1.4544712e+02 9.5092050e-01 9.0000000e-01 5.3000000e-11
     46907.600 3.2658783e+03 3.3320000e+00 1.5000000e+00 1.4511260e+02 9.5092050e-01 9.0000000e-01 5.1700000e-11
     47934.400 3.2658783e+03 3.3290000e+00 1.5000000e+00 1.4461227e+02 9.5092050e-01 9.0000000e-01 5.0200000e-11
     48966.500 3.2658783e+03 3.3260000e+00 1.5000000e+00 1.4411365e+02 9.5092050e-01 9.0000000e-01 4.8900000e-11
     49987.900 3.2658783e+03 3.3230000e+00 1.5000000e+00 1.4361676e+02 9.5092050e-01 9.0000000e-01 4.7400000e-11
     51006.200 3.2809529e+03 3.3200000e+00 1.5000000e+00 1.4180944e+02 9.5092050e-01 9.0000000e-01 4.6200000e-11
     52045.700 3.2809529e+03 3.3170000e+00 1.5000000e+00 1.4132049e+02 9.5092050e-01 9.0000000e-01 4.4900000e-11
