,logM,a,alpha
2061,-0.09127795352612054,4.3493725234478555,0.003363644411396484
2062,-0.09127795352612054,4.418118733865497,0.003416810196858493
2063,-0.09127795352612054,4.4868649442831385,0.0034699759823205024
2064,-0.09127795352612054,4.55561115470078,0.0035231417677825116
2065,-0.09127795352612054,4.6243573651184215,0.003576307553244521
2066,-0.09127795352612054,4.693103575536063,0.00362947333870653
2067,-0.09127795352612054,4.761849785953705,0.0036826391241685397
2068,-0.09127795352612054,4.830595996371346,0.003735804909630549
2069,-0.09127795352612054,4.899342206788988,0.003788970695092558
2070,-0.09127795352612054,4.96808841720663,0.0038421364805545683
2071,-0.09127795352612054,5.0368346276242715,0.0038953022660165775
2072,-0.09127795352612054,5.105580838041913,0.003948468051478586
2073,-0.09127795352612054,5.1743270484595545,0.004001633836940596
2074,-0.09127795352612054,5.243073258877196,0.004054799622402606
2075,-0.09127795352612054,5.3118194692948375,0.004107965407864614
2076,-0.09127795352612054,5.380565679712479,0.004161131193326624
2077,-0.09127795352612054,5.4493118901301205,0.004214296978788633
2078,-0.09127795352612054,5.518058100547762,0.0042674627642506424
2079,-0.09127795352612054,5.5868043109654035,0.004320628549712651
2080,-0.09127795352612054,5.655550521383046,0.004373794335174662
2081,-0.09127795352612054,5.724296731800687,0.0044269601206366705
2082,-0.09127795352612054,5.793042942218329,0.00448012590609868
2083,-0.09127795352612054,5.8617891526359704,0.004533291691560689
2084,-0.09127795352612054,5.930535363053612,0.004586457477022699
2085,-0.09127795352612054,5.9992815734712535,0.004639623262484708
2086,-0.09127795352612054,6.068027783888895,0.004692789047946717
2087,-0.09127795352612054,6.1367739943065365,0.004745954833408727
2088,-0.09127795352612054,6.205520204724178,0.0047991206188707355
2089,-0.09127795352612054,6.2742664151418195,0.004852286404332745
2090,-0.09127795352612054,6.343012625559461,0.004905452189794754
2091,-0.09127795352612054,6.411758835977103,0.0049586179752567645
2092,-0.09127795352612054,6.480505046394745,0.005011783760718773
2093,-0.09127795352612054,6.549251256812386,0.005064949546180783
2094,-0.09127795352612054,6.617997467230028,0.005118115331642792
2095,-0.09127795352612054,6.686743677647669,0.005171281117104801
2096,-0.09127795352612054,6.755489888065311,0.005224446902566811
2097,-0.09127795352612054,6.824236098482952,0.00527761268802882
2098,-0.09127795352612054,6.892982308900594,0.0053307784734908294
